id,timestamp,source_ip,source_country,target_country,source_lat,source_lon,target_lat,target_lon,attack_type,severity,device_type
0a93557b-0713-4baf-9106-d574df7dee1d,2026-02-18T11:45:35,179.28.69.40,Argentina,Russia,-37.4189,-62.5887,62.1257,106.653,Ransomware,High,IoT Device
1aecc697-9eaf-4701-ad09-45e453868a62,2026-02-18T11:23:56,1.175.27.223,South Korea,Russia,36.4779,127.5824,60.065,104.8447,DDoS,Medium,Mobile
d07cf7b9-71e2-4b2d-9347-ed17b583fcab,2026-02-17T23:25:33,77.17.34.130,Israel,France,31.5743,35.1567,47.3869,1.5669,Zero Day,High,Router
bad236d6-ef1b-4682-a9c7-0b67d82582c5,2026-02-17T22:06:49,70.219.143.246,Canada,Argentina,55.7374,-106.6798,-36.75,-64.0687,XSS,Low,Router
4eba5f2d-7f9c-435c-9a80-314f4cb5bee9,2026-02-17T21:40:58,45.70.138.223,Argentina,Iran,-36.529,-64.2792,33.6345,54.8852,SQL Injection,High,IoT Device
06fa4cea-44d5-4865-bd93-66ddc66e7a52,2026-02-17T21:33:46,175.135.149.161,North Korea,Canada,38.7006,129.2175,55.003,-105.3528,XSS,Medium,Workstation
2d46ea0c-0bd8-4965-ba3d-38dea53d3a8a,2026-02-17T20:01:28,212.134.177.30,France,Netherlands,47.8914,0.8154,50.3831,3.7233,Phishing,High,Workstation
bb3db56b-2e24-473c-b37c-cc31b8bb8f7c,2026-02-17T16:43:38,64.190.105.152,Canada,South Africa,54.9148,-104.7883,-30.0279,24.0146,Phishing,Medium,Mobile
04bc9606-6cc0-44c9-abca-2d253da1654a,2026-02-17T14:42:03,5.187.229.143,Saudi Arabia,Germany,24.1461,44.5421,52.104,12.4104,Phishing,Medium,Database
b8be5925-e813-49a9-87cc-e4d43ff3648e,2026-02-17T11:40:20,1.143.187.120,South Korea,Saudi Arabia,35.1334,129.7368,24.8382,46.9739,SQL Injection,Critical,Workstation
b15519cd-4d7e-436b-935e-9b1859fde60c,2026-02-17T08:19:26,193.188.234.16,Germany,South Korea,50.5974,10.2701,34.3655,126.2739,Brute Force,Medium,Firewall
69ba28b1-72dc-4517-8f08-3c73b52ffd55,2026-02-17T06:17:03,179.205.245.206,Argentina,Netherlands,-36.7206,-64.5885,50.879,5.4429,DDoS,High,Workstation
ecb9a013-410e-427e-b932-794f324a6beb,2026-02-17T01:27:58,41.21.167.112,South Africa,Turkey,-30.2951,22.3944,38.7099,34.9728,Ransomware,Critical,Database
221d1238-30fc-46aa-8b5e-2bb2e9125e08,2026-02-16T22:33:03,51.231.105.193,UK,North Korea,54.6271,-4.4173,39.9718,126.0617,Zero Day,High,Server
722d1115-7420-4730-b3b5-801775fa624d,2026-02-16T20:58:07,14.136.204.165,Pakistan,Israel,30.5893,67.5714,30.9631,33.7088,SQL Injection,Critical,Database
5b7ecd88-c53f-4d96-98c8-8172c97a65ce,2026-02-16T19:39:38,41.139.112.185,Nigeria,Argentina,10.0631,8.1923,-36.7202,-64.0727,XSS,Low,Workstation
5a88d475-15ba-40be-9bd6-25f3361b8f96,2026-02-16T18:02:48,72.112.144.155,USA,Russia,37.2984,-94.3894,59.8225,104.4517,SQL Injection,High,Mobile
b4fb02cb-13ea-48f7-ba4e-e70a907246ed,2026-02-16T16:42:00,14.83.139.195,Pakistan,Australia,30.8816,67.8794,-25.9049,132.4933,SQL Injection,Critical,Database
a1937fa5-5a2e-4817-a60d-f7b243cf7277,2026-02-16T07:16:49,59.35.199.240,India,Israel,20.827,79.116,30.0163,36.1746,DDoS,Medium,Mobile
dc3da5b0-0cf8-4a3e-a1f8-7aad390e8a45,2026-02-16T05:40:25,59.215.134.248,India,North Korea,22.5107,80.1934,40.9211,126.5324,Ransomware,Critical,Database
193b8095-ccdb-43b3-80d5-5abc61b430a1,2026-02-16T05:12:33,154.202.69.213,Nigeria,Saudi Arabia,9.3802,8.2288,22.2558,43.7388,Brute Force,Medium,Database
7d8e8466-7c9d-4b42-bc92-d7d85b993afc,2026-02-16T04:13:00,85.19.250.152,Germany,Israel,50.6687,9.5113,32.413,33.4896,Zero Day,High,Router
bf18babc-c162-48e6-b2ec-59770f31612e,2026-02-16T03:57:46,45.189.252.169,Brazil,Netherlands,12.7318,-52.6617,51.2875,7.0703,XSS,Low,IoT Device
29e4bcc7-8956-4db3-82f8-f4d729affd12,2026-02-16T02:19:08,58.168.75.79,Indonesia,South Africa,-0.4584,114.1606,-30.3647,23.9525,XSS,Medium,Mobile
12f1ec8c-094b-49f1-9394-ea63ee6632ba,2026-02-15T13:40:53,31.157.195.163,Iran,North Korea,31.7266,53.4586,42.0849,126.1131,Phishing,High,Database
1229a152-0828-4d36-b7a1-bd7ded8c8b44,2026-02-15T12:58:04,99.82.167.206,Canada,USA,55.5281,-107.3855,37.2731,-94.2969,Zero Day,Critical,Router
545b8c7b-206d-444b-9311-cfb68e5f480c,2026-02-15T09:48:06,193.99.183.76,Germany,Turkey,50.8464,10.8325,37.2231,33.4035,Brute Force,Medium,IoT Device
c6e9f520-95ec-4b54-83cf-f31db737e48d,2026-02-15T05:29:04,104.184.235.127,USA,Turkey,38.3085,-95.3482,38.7676,34.691,XSS,Low,Database
7f8a9f73-40c5-41e9-bb86-5fe52b3fb456,2026-02-15T01:50:49,176.89.121.172,France,Netherlands,46.2713,3.9479,50.5256,4.9331,XSS,Low,Workstation
579efe9d-eebb-458f-954a-565d950e229a,2026-02-15T00:17:00,188.33.102.194,Netherlands,Australia,50.5498,4.4145,-25.014,134.9209,XSS,Medium,IoT Device
09a9194d-d527-490b-9ce3-957428f1d78e,2026-02-14T17:32:47,71.50.167.11,USA,Germany,37.5808,-95.1312,49.8983,9.9581,Brute Force,Low,Server
774b9cec-1178-4b65-95be-1989142f2223,2026-02-14T16:52:32,45.228.220.130,Brazil,South Africa,13.3402,-53.7262,-30.4965,23.651,XSS,Low,Mobile
2471ece2-d4d2-44aa-b2cd-ffe46742c224,2026-02-14T12:23:28,58.76.226.12,South Korea,Brazil,36.4198,128.124,16.039,-53.3135,Brute Force,Low,Firewall
b57d72b2-257e-41c5-b696-bcffc8a2debe,2026-02-14T05:06:19,85.20.54.52,Netherlands,South Africa,50.3973,5.4992,-29.9303,22.9816,Brute Force,Medium,Router
54747a11-e7af-4df9-a729-f1d27f2bf4d7,2026-02-14T02:03:26,179.143.84.168,Brazil,Germany,12.9248,-50.8773,50.0826,10.0745,XSS,Low,Database
9a62bf64-1c70-46bc-9ffd-be060bcbef37,2026-02-13T23:51:21,81.132.98.229,UK,North Korea,54.4271,-2.0349,38.9172,127.4011,DDoS,Medium,Mobile
699833dd-af26-40d7-a5c6-baafb6adff05,2026-02-13T22:15:37,175.135.142.35,North Korea,USA,39.7305,125.8073,35.5812,-97.3709,Ransomware,Critical,Database
819834f2-b2df-4f02-9f84-0f273bb887ca,2026-02-13T20:41:06,1.226.179.35,Japan,Saudi Arabia,37.237,138.7231,22.7603,44.1926,Brute Force,Low,Mobile
aff2dff0-be1a-4fa6-a576-d22770340bad,2026-02-13T16:48:08,5.145.169.53,Saudi Arabia,Brazil,22.6568,44.7045,15.0337,-52.7939,XSS,Medium,IoT Device
1af81cd2-afed-4cee-8896-dc4106a4c8b9,2026-02-13T13:07:15,194.112.150.232,Germany,Nigeria,50.151,10.5333,10.0852,8.439,Brute Force,Medium,Firewall
2d663e42-2612-4ea0-b717-6f7157428ddf,2026-02-13T08:58:53,80.110.4.166,Germany,Japan,52.3304,11.4367,35.0405,138.2614,SQL Injection,High,Router
5dc73040-b70f-45e1-919b-f058665162a1,2026-02-13T03:18:42,154.185.194.77,South Africa,Japan,-29.0869,22.4611,35.9543,138.7522,Phishing,High,IoT Device
66a45c73-e0a5-4357-aa1f-b4546f207251,2026-02-13T00:04:58,71.172.182.159,USA,Netherlands,36.6526,-95.0869,52.4432,4.1467,DDoS,High,Mobile
8356f048-bf7e-4846-b668-95159b6d5040,2026-02-12T22:45:39,82.60.99.49,UK,Indonesia,55.5752,-5.2644,0.0434,113.2992,Phishing,High,IoT Device
7ac20691-10df-4f93-aac0-f41386b4c34e,2026-02-12T18:50:28,80.135.141.62,Turkey,Russia,37.2593,35.3531,60.299,106.3146,Phishing,High,Workstation
b8f94bfa-d0f9-4c85-99af-45a6eae7a47b,2026-02-12T15:44:34,1.51.15.132,China,USA,35.9362,104.6235,36.379,-96.2627,Zero Day,High,Firewall
ff12605d-d849-4a62-9d15-c13f7e6735f7,2026-02-12T12:04:41,143.3.80.170,Mexico,Russia,24.3945,-100.665,62.0278,104.1606,DDoS,High,Firewall
103e0fc3-7435-48cd-b1a1-05dba24eb536,2026-02-12T08:10:23,105.230.220.133,Nigeria,Argentina,10.2552,10.5854,-38.6138,-65.2203,SQL Injection,Critical,IoT Device
57772cc5-920c-497f-a4c4-93ef43dd2e27,2026-02-12T07:49:34,27.6.150.11,Japan,Iran,36.0102,140.2189,30.8471,55.108,SQL Injection,High,Mobile
841909eb-077b-495f-b270-f02d6a7687fe,2026-02-12T00:45:44,46.186.205.242,Iran,France,31.384,54.8252,46.6137,4.0155,Zero Day,High,Router
8efd02fb-f78e-4789-920a-e285b881e5b1,2026-02-11T22:27:46,58.18.6.227,Japan,Argentina,34.7522,136.7681,-38.6704,-62.9989,Brute Force,Medium,IoT Device
b038aa3a-8117-435f-91f6-e77711e3740d,2026-02-11T22:17:54,193.37.59.184,Germany,USA,49.3573,12.1688,35.9264,-97.018,DDoS,High,Mobile
899fac81-90bc-4279-89c3-bdd2c86a136f,2026-02-11T20:25:34,58.232.117.7,Japan,Saudi Arabia,35.4181,138.0839,24.0321,46.516,SQL Injection,Critical,Workstation
e709b43d-cc4f-4a81-ae96-9dd5efdabe64,2026-02-11T18:03:14,31.167.145.19,Russia,India,63.149,106.7326,19.6095,77.0378,DDoS,High,Database
c0e21054-81df-4117-96b7-7731818b4f8c,2026-02-11T13:32:42,46.1.12.76,Saudi Arabia,Germany,23.9916,46.6096,52.6599,9.9607,Zero Day,High,Firewall
ce8b1021-35b6-4192-bda3-590c4e4ddbfd,2026-02-11T10:30:02,58.210.176.83,Australia,Israel,-26.3519,134.9526,29.5595,34.6775,Ransomware,Critical,Workstation
3c628210-4565-4d37-ab57-25e4fc500c4b,2026-02-11T05:23:17,14.59.187.137,India,Russia,20.3049,80.1953,59.6805,104.7893,DDoS,Medium,Database
55fde481-8dcc-4fe1-8fcf-e535513baa9d,2026-02-11T04:43:23,179.7.91.177,Brazil,Ukraine,12.9243,-53.3063,48.9413,29.2848,Brute Force,Low,Server
d6920dcb-4aa7-4dbe-8c85-c31ddb5c04f2,2026-02-11T03:24:39,80.167.220.220,Turkey,UK,37.9769,33.5309,56.8769,-2.046,Brute Force,Low,IoT Device
938437d7-83ef-4c5e-aec0-eb6c9b7b9610,2026-02-11T01:24:33,188.155.92.17,Netherlands,North Korea,52.9718,3.6294,42.239,128.6784,XSS,Medium,Router
0e1dd894-ad77-4062-b3ed-ae6a91ec71c5,2026-02-10T21:55:17,14.26.148.48,India,UK,22.1143,77.9684,56.7815,-3.9323,Brute Force,Medium,Router
2845d8f9-2255-42a0-93f1-4f5dad1e85fb,2026-02-10T19:51:01,58.111.174.85,China,Nigeria,34.7081,103.4591,10.2269,8.0359,SQL Injection,Critical,Database
fe418842-c67b-4c68-b8c6-d7c8b2f4e62c,2026-02-10T19:29:21,58.176.11.100,Australia,Netherlands,-26.4385,133.426,52.2867,7.0284,XSS,Medium,Server
e4f77d1d-fc31-4286-9ecc-0a85cb451495,2026-02-10T19:12:30,80.202.205.93,Israel,Russia,32.8117,36.4205,61.2028,104.3575,Zero Day,High,IoT Device
c0830291-721d-4949-8c03-66c35e867abd,2026-02-10T17:15:42,58.194.165.181,Japan,Turkey,37.8289,137.9287,39.8146,36.492,Brute Force,Medium,Workstation
2254fbd2-64fd-40dc-ae81-69d41f2b4167,2026-02-10T14:32:56,49.250.180.11,Australia,Turkey,-25.6482,135.5111,39.5608,36.366,Zero Day,High,Router
d0c32a71-11d0-4fc5-a184-9d8eb58034d1,2026-02-10T13:42:00,5.43.101.106,Iran,Germany,34.0956,53.7824,50.7631,10.9313,SQL Injection,Critical,Workstation
8c0b631f-9866-4e95-bde0-57470d0ce775,2026-02-10T09:15:07,1.195.225.67,Japan,Nigeria,35.9728,136.6322,11.0311,8.2445,SQL Injection,Critical,Router
ccf61803-790e-454a-a6db-8c43705435c0,2026-02-10T09:01:11,27.239.223.85,Japan,Canada,34.7546,139.3906,56.3247,-106.6887,Zero Day,High,Workstation
44f96286-25e2-44e9-b3cd-b2823c91a510,2026-02-10T08:02:08,85.200.185.110,Germany,Iran,50.6088,10.9172,31.901,54.0531,XSS,Medium,IoT Device
0dc3895d-e36f-45ff-afb3-66423ae0af61,2026-02-10T06:44:38,85.193.181.11,Germany,Ukraine,51.9772,11.0336,47.6245,29.5271,Ransomware,Critical,Server
9ec9eb96-6d87-43a5-b151-0a589c1702e5,2026-02-10T05:51:54,177.53.43.181,Brazil,Russia,14.3778,-50.9029,63.3378,105.098,Phishing,High,Workstation
a26ff319-5e76-43a2-86c5-11b47234785b,2026-02-10T04:53:54,45.175.165.234,Brazil,Saudi Arabia,15.7556,-50.5364,22.1535,45.0854,Phishing,High,Workstation
5e2166b3-d8e3-4278-9f92-a4c4322924ee,2026-02-10T04:47:19,59.166.38.125,India,France,22.1423,78.7966,46.5103,4.1599,XSS,Medium,IoT Device
79fbb668-f497-4c02-9244-86f971a62323,2026-02-10T00:15:28,37.109.111.113,Netherlands,Iran,51.1763,5.0072,30.7266,54.0578,Ransomware,Critical,Firewall
cc64d443-ba01-435e-90c6-5426f3a1cc42,2026-02-09T23:58:44,14.7.249.77,Australia,India,-25.4524,134.0923,21.5987,79.6931,DDoS,Medium,Workstation
96b0c7c9-0136-49af-8ad7-3d00a20fec5d,2026-02-09T22:45:28,59.88.133.16,Pakistan,Turkey,32.1995,69.558,38.6463,35.0091,SQL Injection,Critical,Router
7fec57cc-3f03-4b94-b46b-638e2d5ee42e,2026-02-09T21:17:48,58.90.252.25,Indonesia,Nigeria,0.7288,114.999,7.9227,10.5294,DDoS,High,Workstation
9b470729-1e28-4412-bf88-01d0bbafc594,2026-02-09T21:07:26,1.86.22.14,South Korea,USA,34.3043,127.2796,38.473,-96.4013,XSS,Low,Mobile
4c40fbad-ca3a-447b-a58a-9941534403f4,2026-02-09T19:24:08,77.210.155.42,Ukraine,Indonesia,47.1501,32.8445,-2.7223,115.5355,Brute Force,Low,Workstation
d7825966-c253-43d1-bc9f-9ff5b27c5378,2026-02-09T19:05:08,154.89.180.236,South Africa,Australia,-32.003,22.2825,-24.3353,133.1055,Phishing,High,Firewall
5dc1989c-5515-4e4c-99c9-91ad3abe5538,2026-02-09T12:31:55,45.141.174.98,Argentina,Indonesia,-39.9348,-64.2748,-1.8559,114.8687,DDoS,Medium,Workstation
89f3e938-1adb-49a7-aa96-258f5f3b8a9f,2026-02-09T11:24:10,105.100.61.226,Nigeria,Turkey,7.2557,7.3685,38.3408,34.1785,DDoS,Medium,Database
3f986a67-d866-4d60-9915-3de8dfb64ce0,2026-02-09T08:00:25,46.168.192.189,Ukraine,Iran,48.4698,32.3397,31.1341,55.6799,DDoS,High,Server
38b70950-f92c-4cf6-9faf-d90ec8d77117,2026-02-09T07:31:30,5.229.199.3,Iran,Nigeria,31.27,52.2067,9.2035,8.7077,Ransomware,High,Database
e39b0a9f-906b-47a5-80b8-94acc51315de,2026-02-09T06:31:50,72.33.58.115,USA,Mexico,36.994,-95.111,22.8682,-100.8325,SQL Injection,High,Router
c08e1444-4942-4d0b-864f-f00eb219e443,2026-02-09T00:21:50,46.172.198.32,Ukraine,USA,49.5092,31.129,38.1403,-94.6652,Ransomware,High,Mobile
d1ef0812-eb5f-4613-b4a1-4bd5be781f91,2026-02-08T20:28:07,71.65.200.221,USA,China,36.711,-96.0217,36.8442,102.4093,Ransomware,Critical,IoT Device
1699145b-1268-4c97-b2aa-4effaae8caa8,2026-02-08T19:41:01,31.168.31.191,Saudi Arabia,North Korea,24.4992,45.5159,38.9116,128.7501,Ransomware,Critical,Router
8bcfd155-e298-4af1-8417-613bb9914c33,2026-02-08T19:11:07,175.127.10.204,North Korea,USA,39.9456,129.1926,35.8011,-94.0153,DDoS,Medium,IoT Device
800e22fb-16b5-4fa1-b4ff-25eb1b774148,2026-02-08T16:51:37,46.126.37.27,Israel,Argentina,30.7959,34.1109,-36.411,-62.4858,SQL Injection,High,Server
5cf81546-e076-47ce-8f94-b25edb017a2f,2026-02-08T16:38:52,210.4.162.30,North Korea,Pakistan,41.0745,127.3111,31.0648,70.1037,Brute Force,Medium,Workstation
29d6bc68-445d-4cb5-bdb7-f7fe9cf39cd2,2026-02-08T09:39:25,81.174.210.189,UK,Indonesia,55.427,-5.1303,-1.1977,114.4849,DDoS,High,Firewall
ff378cb4-02bd-4882-8a78-ea70f2417220,2026-02-08T07:59:13,58.19.196.237,China,Australia,37.6275,106.1695,-25.636,133.3762,Brute Force,Medium,Router
d5efe560-5593-4ec1-a1b5-c0a798b67161,2026-02-08T01:52:46,51.205.130.123,UK,Mexico,53.5337,-4.4664,23.4568,-103.4569,XSS,Medium,Database
d7557a09-2b66-4743-b099-fb39df529739,2026-02-07T21:44:24,45.22.183.114,Mexico,Turkey,24.0137,-104.2956,38.6073,36.8097,SQL Injection,Critical,Workstation
d241a64d-a0e2-4984-80ed-1733ec4c6d84,2026-02-07T20:54:28,27.210.172.207,India,North Korea,21.2473,78.5613,41.4621,127.3109,Ransomware,Critical,Router
52035705-9bfb-4d3c-af84-bffe38052e55,2026-02-07T16:14:54,1.174.165.59,Indonesia,Mexico,1.194,115.0057,23.2499,-101.3036,Zero Day,Critical,Mobile
